Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,6:35pm Mon/Wed                                                                                       ,5/30/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,7:10pm Mon/Wed                                                                                       ,5/30/2018
Preschooler and Me Swim (3-5 yrs)       ,Cub Run RECenter                        ,6pm Mon/Wed                                                                                          ,5/30/2018
Pee Wee Paddler IV (4-6 yrs)            ,Cub Run RECenter                        ,6:35pm Mon/Wed                                                                                       ,5/30/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,6:35pm Mon/Wed                                                                                       ,5/30/2018
Swimming III for Children (6-12 yrs.)   ,Cub Run RECenter                        ,7:45pm Mon/Wed                                                                                       ,5/30/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,7:45pm Mon/Wed                                                                                       ,5/30/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,7:45pm Mon/Wed                                                                                       ,5/30/2018
Pee Wee Paddler V (4-6 yrs.)            ,Cub Run RECenter                        ,7:10pm Mon/Wed                                                                                       ,5/30/2018
Dinosaur Days Camp (4-6 yrs)            ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,6/4/2018
Dinosaurs Galore (3-7 yrs)              ,Cub Run RECenter                        ,2pm Sat                                                                                              ,6/16/2018
Swimming V for Children (6-12 yrs.)     ,Cub Run RECenter                        ,10:10am Mon/Tue/Wed/Thu                                                                              ,6/18/2018
Swimming IV for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9:20am Mon/Tue/Wed/Thu                                                                               ,6/18/2018
Stroke Mechanics I (6-12 yrs.)          ,Cub Run RECenter                        ,8:30am Mon/Tue/Wed/Thu                                                                               ,6/18/2018
Pee Wee Paddler V (4-6 yrs.)            ,Cub Run RECenter                        ,7:45pm Mon/Wed                                                                                       ,6/18/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,8:30am Mon/Tue/Wed/Thu                                                                               ,6/18/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,9:20am Mon/Tue/Wed/Thu                                                                               ,6/18/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,8pm Mon/Wed                                                                                          ,6/18/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,10:10am Mon/Tue/Wed/Thu                                                                              ,6/18/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,7:10pm Mon/Wed                                                                                       ,6/18/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,7am Mon/Tue/Wed/Thu/Fri                                                                              ,6/18/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,8am Mon/Tue/Wed/Thu/Fri                                                                              ,6/18/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,4pm Mon/Tue/Wed/Thu/Fri                                                                              ,6/18/2018
Swimming III for Children (6-12 yrs.)   ,Cub Run RECenter                        ,8:30am Mon/Tue/Wed/Thu                                                                               ,6/18/2018
Swimming III for Children (6-12 yrs.)   ,Cub Run RECenter                        ,10:05am Mon/Tue/Wed/Thu                                                                              ,6/18/2018
Swimming III for Children (6-12 yrs.)   ,Cub Run RECenter                        ,7:10pm Mon/Wed                                                                                       ,6/18/2018
Swimming III for Children (6-12 yrs.)   ,Cub Run RECenter                        ,8pm Mon/Wed                                                                                          ,6/18/2018
Forestry Merit Badge                    ,Cub Run RECenter                        ,1pm Mon                                                                                              ,6/18/2018
Pee Wee Paddler IV (4-6 yrs)            ,Cub Run RECenter                        ,7:10pm Mon/Wed                                                                                       ,6/18/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,9:30am Mon/Tue/Wed/Thu                                                                               ,6/18/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,6pm Mon/Wed                                                                                          ,6/18/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,6:35pm Mon/Wed                                                                                       ,6/18/2018
Junior ROCS Camp (5yr3mos-7yr11mos)     ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,6/18/2018
Tech Savvy Girls (8-12 yrs)             ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,6/18/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,8:20am Mon/Tue/Wed/Thu                                                                               ,6/18/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,6pm Mon/Wed                                                                                          ,6/18/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,6:35pm Mon/Wed                                                                                       ,6/18/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,8:55am Mon/Tue/Wed/Thu                                                                               ,6/18/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,6pm Mon/Wed                                                                                          ,6/18/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,6:35pm Mon/Wed                                                                                       ,6/18/2018
Preschoolers w/Disabilities (3-5 yrs)   ,Cub Run RECenter                        ,6:35pm Mon                                                                                           ,6/18/2018
Adapted Swimming 1 (6-12 yrs)           ,Cub Run RECenter                        ,7:10pm Mon                                                                                           ,6/18/2018
Summer ROCS Camp (8-12 yrs)             ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,6/18/2018
Camp Crescendo (6-13 yrs)               ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,6/18/2018
Aerobic Water Exercise (13-Adult)       ,Cub Run RECenter                        ,6pm Mon/Wed                                                                                          ,6/18/2018
Stroke Mechanics III (9-15 yrs.)        ,Cub Run RECenter                        ,10:20am Mon/Tue/Wed/Thu                                                                              ,6/18/2018
Stroke Mechanics II (6-14 yrs.)         ,Cub Run RECenter                        ,9:20am Mon/Tue/Wed/Thu                                                                               ,6/18/2018
Deep Water Exercise (13-Adult)          ,Cub Run RECenter                        ,10am Tue/Thu                                                                                         ,6/19/2018
Arthritis Water Exercise (13-Adult)     ,Cub Run RECenter                        ,9am Tue/Thu                                                                                          ,6/19/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,4:05pm Tue/Thu                                                                                       ,6/19/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,5:15pm Tue/Thu                                                                                       ,6/19/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,4:05pm Tue/Thu                                                                                       ,6/19/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,5:15pm Tue/Thu                                                                                       ,6/19/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,3:30pm Tue/Thu                                                                                       ,6/19/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,4:40pm Tue/Thu                                                                                       ,6/19/2018
Pee Wee Paddler IV (4-6 yrs)            ,Cub Run RECenter                        ,3:30pm Tue/Thu                                                                                       ,6/19/2018
Pee Wee Paddler IV (4-6 yrs)            ,Cub Run RECenter                        ,4:40pm Tue/Thu                                                                                       ,6/19/2018
Swimming III - Teens & Adults (13-Adult),Cub Run RECenter                        ,7pm Tue/Thu                                                                                          ,6/19/2018
Swimming II - Teens & Adults (13-Adult) ,Cub Run RECenter                        ,6pm Tue/Thu                                                                                          ,6/19/2018
Toddler & Me Swim (19 mos-2 yrs 11 mos) ,Cub Run RECenter                        ,9am Sat                                                                                              ,6/23/2018
Toddler & Me Swim (19 mos-2 yrs 11 mos) ,Cub Run RECenter                        ,10:45am Sat                                                                                          ,6/23/2018
Stroke Mechanics II (6-14 yrs.)         ,Cub Run RECenter                        ,10am Sat                                                                                             ,6/23/2018
Stroke Mechanics III (9-15 yrs.)        ,Cub Run RECenter                        ,9am Sat                                                                                              ,6/23/2018
Stroke Mechanics IV (11-18 yrs.)        ,Cub Run RECenter                        ,11:50am Sat                                                                                          ,6/23/2018
Jung Su Beginning (6-Adult)             ,Cub Run RECenter                        ,11am Sat                                                                                             ,6/23/2018
Jung Su Advanced (6-Adult)              ,Cub Run RECenter                        ,12pm Sat                                                                                             ,6/23/2018
Abrakadoodle Mini Doodlers (3-6 yrs)    ,Cub Run RECenter                        ,10:30am Sat                                                                                          ,6/23/2018
Abrakadoodle Twoosy Doodlers (20-36 mos),Cub Run RECenter                        ,9:30am Sat                                                                                           ,6/23/2018
Tiny Tu Tu's - Level I (4-5 yrs)        ,Cub Run RECenter                        ,12:10pm Sat                                                                                          ,6/23/2018
Tiny Tu Tu's - Level II (4-5 yrs)       ,Cub Run RECenter                        ,11:15am Sat                                                                                          ,6/23/2018
Baby & Me Swim (6 mos.-18 mos.)         ,Cub Run RECenter                        ,9:35am Sat                                                                                           ,6/23/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,9am Sat                                                                                              ,6/23/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,9:35am Sat                                                                                           ,6/23/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,10:10am Sat                                                                                          ,6/23/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,10:45am Sat                                                                                          ,6/23/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,11:20am Sat                                                                                          ,6/23/2018
Preschooler and Me Swim (3-5 yrs)       ,Cub Run RECenter                        ,10:10am Sat                                                                                          ,6/23/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,8:25am Sat                                                                                           ,6/23/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,9am Sat                                                                                              ,6/23/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,10:10am Sat                                                                                          ,6/23/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,11:20am Sat                                                                                          ,6/23/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,9am Sat                                                                                              ,6/23/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,10:45am Sat                                                                                          ,6/23/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,11:20am Sat                                                                                          ,6/23/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9am Sat                                                                                              ,6/23/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9:50am Sat                                                                                           ,6/23/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,10:40am Sat                                                                                          ,6/23/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,11:30am Sat                                                                                          ,6/23/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,9am Sat                                                                                              ,6/23/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,9:50am Sat                                                                                           ,6/23/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,11:30am Sat                                                                                          ,6/23/2018
Pee Wee Paddler V (4-6 yrs.)            ,Cub Run RECenter                        ,9:35am Sat                                                                                           ,6/23/2018
Pee Wee Paddler IV (4-6 yrs)            ,Cub Run RECenter                        ,10:45am Sat                                                                                          ,6/23/2018
Gymnastics I (6-12 yrs)                 ,Cub Run RECenter                        ,9am Sat                                                                                              ,6/23/2018
Swimming I - Teens & Adults (13-Adult)  ,Cub Run RECenter                        ,8am Sat                                                                                              ,6/23/2018
Swimming II - Teens & Adults (13-Adult) ,Cub Run RECenter                        ,8am Sat                                                                                              ,6/23/2018
Lap Swim (13-Adult)                     ,Cub Run RECenter                        ,8am Sat                                                                                              ,6/23/2018
Swimming III - Teens & Adults (13-Adult),Cub Run RECenter                        ,8am Sat                                                                                              ,6/23/2018
Stroke Mechanics I (6-12 yrs.)          ,Cub Run RECenter                        ,11am Sat                                                                                             ,6/23/2018
Preschool Gymnastics (4-5 yrs)          ,Cub Run RECenter                        ,11am Sat                                                                                             ,6/23/2018
Preschool Gymnastics (3-4 yrs)          ,Cub Run RECenter                        ,10am Sat                                                                                             ,6/23/2018
Swimming V for Children (6-12 yrs.)     ,Cub Run RECenter                        ,10:40am Sat                                                                                          ,6/23/2018
Swimming IV for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9am Sat                                                                                              ,6/23/2018
Swimming IV for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9:50am Sat                                                                                           ,6/23/2018
Swimming IV for Children (6-12 yrs.)    ,Cub Run RECenter                        ,10:40am Sat                                                                                          ,6/23/2018
Swimming IV for Children (6-12 yrs.)    ,Cub Run RECenter                        ,11:30am Sat                                                                                          ,6/23/2018
Ballet I (5-7 yrs)                      ,Cub Run RECenter                        ,1pm Sat                                                                                              ,6/23/2018
Beginning Athletes in Team Sports 4-5   ,Cub Run RECenter                        ,12pm Sat                                                                                             ,6/23/2018
Swimming IV for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9am Sun                                                                                              ,6/24/2018
Swimming IV for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9:50am Sun                                                                                           ,6/24/2018
Swimming V for Children (6-12 yrs.)     ,Cub Run RECenter                        ,10:40am Sun                                                                                          ,6/24/2018
Swimming V for Children (6-12 yrs.)     ,Cub Run RECenter                        ,11:30am Sun                                                                                          ,6/24/2018
Preschool Gymnastics (3-5 yrs)          ,Cub Run RECenter                        ,10:40am Sun                                                                                          ,6/24/2018
Preschool Gymnastics (3-4 yrs)          ,Cub Run RECenter                        ,9:50am Sun                                                                                           ,6/24/2018
Soccer I (4-5 yrs)                      ,Cub Run RECenter                        ,1:50pm Sun                                                                                           ,6/24/2018
Soccer I (3 yrs)                        ,Cub Run RECenter                        ,1pm Sun                                                                                              ,6/24/2018
Stroke Mechanics I (6-12 yrs.)          ,Cub Run RECenter                        ,9am Sun                                                                                              ,6/24/2018
Swimming III - Teens & Adults (13-Adult),Cub Run RECenter                        ,6pm Sun                                                                                              ,6/24/2018
Swimming IV - Teens & Adults (13-Adult) ,Cub Run RECenter                        ,7pm Sun                                                                                              ,6/24/2018
Lap Swim (13-Adult)                     ,Cub Run RECenter                        ,6pm Sun                                                                                              ,6/24/2018
Swimming II - Teens & Adults (13-Adult) ,Cub Run RECenter                        ,7pm Sun                                                                                              ,6/24/2018
Gymnastics I (6-12 yrs)                 ,Cub Run RECenter                        ,11:30am Sun                                                                                          ,6/24/2018
Pee Wee Paddler IV (4-6 yrs)            ,Cub Run RECenter                        ,10:45am Sun                                                                                          ,6/24/2018
Pee Wee Paddler V (4-6 yrs.)            ,Cub Run RECenter                        ,11:20am Sun                                                                                          ,6/24/2018
Pee Wee Paddler V (4-6 yrs.)            ,Cub Run RECenter                        ,11:40am Sun                                                                                          ,6/24/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,9am Sun                                                                                              ,6/24/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,10:40am Sun                                                                                          ,6/24/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9am Sun                                                                                              ,6/24/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9:50am Sun                                                                                           ,6/24/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,10:40am Sun                                                                                          ,6/24/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,11:30am Sun                                                                                          ,6/24/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,9:35am Sun                                                                                           ,6/24/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,10:10am Sun                                                                                          ,6/24/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,10:45am Sun                                                                                          ,6/24/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,9am Sun                                                                                              ,6/24/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,9:35am Sun                                                                                           ,6/24/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,10:10am Sun                                                                                          ,6/24/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,11:20am Sun                                                                                          ,6/24/2018
Preschooler and Me Swim (3-5 yrs)       ,Cub Run RECenter                        ,10:45am Sun                                                                                          ,6/24/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,9am Sun                                                                                              ,6/24/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,9:35am Sun                                                                                           ,6/24/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,10:10am Sun                                                                                          ,6/24/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,10:45am Sun                                                                                          ,6/24/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,11:20am Sun                                                                                          ,6/24/2018
Guitar I (6-10 yrs)                     ,Cub Run RECenter                        ,4:45pm Sun                                                                                           ,6/24/2018
Guitar I (10-Adult)                     ,Cub Run RECenter                        ,4:45pm Sun                                                                                           ,6/24/2018
Adapted Swimming 2 (6-12 yrs)           ,Cub Run RECenter                        ,2pm Sun                                                                                              ,6/24/2018
Adapted Swimming 3 (6-12 yrs)           ,Cub Run RECenter                        ,2:35pm Sun                                                                                           ,6/24/2018
Aqua Fitness-Ind w/Develop Disabilities ,Cub Run RECenter                        ,3:15pm Sun                                                                                           ,6/24/2018
Baby & Me Swim (6 mos.-18 mos.)         ,Cub Run RECenter                        ,9:35am Sun                                                                                           ,6/24/2018
Ballet & Tap (4-6 yrs)                  ,Cub Run RECenter                        ,3:40pm Sun                                                                                           ,6/24/2018
Ballet & Tap (3-5 yrs)                  ,Cub Run RECenter                        ,2:50pm Sun                                                                                           ,6/24/2018
ABCs and 1-2-3s (2-3 yrs)               ,Cub Run RECenter                        ,9:55am Sun                                                                                           ,6/24/2018
Gymnastics Parent and Child (18 mo-3yrs),Cub Run RECenter                        ,9am Sun                                                                                              ,6/24/2018
Baby Ballerinas (2-4 yrs)               ,Cub Run RECenter                        ,2pm Sun                                                                                              ,6/24/2018
Magic Kitchen (3-5 yrs)                 ,Cub Run RECenter                        ,9am Sun                                                                                              ,6/24/2018
Little Ninjas (4-6 yrs)                 ,Cub Run RECenter                        ,10:15am Sun                                                                                          ,6/24/2018
Tae Kwon Do I (6-Adult)                 ,Cub Run RECenter                        ,11am Sun                                                                                             ,6/24/2018
Okinawan Goju Ryu Karate (13-Adult)     ,Cub Run RECenter                        ,1pm Sun                                                                                              ,6/24/2018
Tae Kwon Do II (6-Adult)                ,Cub Run RECenter                        ,11:55am Sun                                                                                          ,6/24/2018
Hand Paper-Making (10-Adult)            ,Cub Run RECenter                        ,11am Sun                                                                                             ,6/24/2018
Stroke Mechanics IV (11-18 yrs.)        ,Cub Run RECenter                        ,11:50am Sun                                                                                          ,6/24/2018
Stroke Mechanics III (9-15 yrs.)        ,Cub Run RECenter                        ,10:50am Sun                                                                                          ,6/24/2018
Stroke Mechanics II (6-14 yrs.)         ,Cub Run RECenter                        ,9:50am Sun                                                                                           ,6/24/2018
Toddler & Me Swim (19 mos-2 yrs 11 mos) ,Cub Run RECenter                        ,9am Sun                                                                                              ,6/24/2018
Toddler & Me Swim (19 mos-2 yrs 11 mos) ,Cub Run RECenter                        ,10:10am Sun                                                                                          ,6/24/2018
Toddler & Me Swim (19 mos-2 yrs 11 mos) ,Cub Run RECenter                        ,11:20am Sun                                                                                          ,6/24/2018
Summer ROCS Camp (8-12 yrs)             ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,6/25/2018
Stratford Martial Arts (8-Adult)        ,Cub Run RECenter                        ,6:30pm Mon                                                                                           ,6/25/2018
Jujitsu I (16-Adult)                    ,Cub Run RECenter                        ,7:30pm Mon                                                                                           ,6/25/2018
Guitar I (10-Adult)                     ,Cub Run RECenter                        ,5:30pm Mon                                                                                           ,6/25/2018
Guitar I (6-10 yrs)                     ,Cub Run RECenter                        ,4:30pm Mon                                                                                           ,6/25/2018
Animals: Zoology Fun for Kids (6-11yr)  ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,6/25/2018
Junior ROCS Camp (5yr3mos-7yr11mos)     ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,6/25/2018
Arts Extravaganza! (6-12 yrs.)          ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,6/25/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,7am Mon/Tue/Wed/Thu/Fri                                                                              ,6/25/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,8am Mon/Tue/Wed/Thu/Fri                                                                              ,6/25/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,4pm Mon/Tue/Wed/Thu/Fri                                                                              ,6/25/2018
Discover Drawing I (6-12 yrs)           ,Cub Run RECenter                        ,5:30pm Wed                                                                                           ,6/27/2018
Cartooning (6-12 yrs)                   ,Cub Run RECenter                        ,6:30pm Wed                                                                                           ,6/27/2018
Jung Su - All Levels (6-Adult)          ,Cub Run RECenter                        ,6:30pm Wed                                                                                           ,6/27/2018
Bollywood Style Dance (13-Adult)        ,Cub Run RECenter                        ,7:30pm Wed                                                                                           ,6/27/2018
Jujitsu I (16-Adult)                    ,Cub Run RECenter                        ,7pm Thu                                                                                              ,6/28/2018
Jodo-Japanese Staff (13-Adult)          ,Cub Run RECenter                        ,7:30pm Thu                                                                                           ,6/28/2018
Stroke Mechanics III (9-15 yrs.)        ,Cub Run RECenter                        ,6pm Fri                                                                                              ,6/29/2018
Stroke Mechanics IV (11-18 yrs.)        ,Cub Run RECenter                        ,7pm Fri                                                                                              ,6/29/2018
Guitar II (10-Adult)                    ,Cub Run RECenter                        ,5:30pm Fri                                                                                           ,6/29/2018
Guitar I (6-10 yrs)                     ,Cub Run RECenter                        ,4:30pm Fri                                                                                           ,6/29/2018
Fencing I (8-Adult)                     ,Cub Run RECenter                        ,6pm Fri                                                                                              ,6/29/2018
Swimming II - Teens & Adults (13-Adult) ,Cub Run RECenter                        ,6pm Fri                                                                                              ,6/29/2018
Lap Swim (13-Adult)                     ,Cub Run RECenter                        ,7pm Fri                                                                                              ,6/29/2018
Swimming IV - Teens & Adults (13-Adult) ,Cub Run RECenter                        ,6pm Fri                                                                                              ,6/29/2018
Swimming III - Teens & Adults (13-Adult),Cub Run RECenter                        ,7pm Fri                                                                                              ,6/29/2018
Pee Wee Paddler II (3-5 yrs.)           ,Cub Run RECenter                        ,8:20am Mon/Tue/Wed/Thu                                                                               ,7/2/2018
Pee Wee Paddler I (3-5 yrs.)            ,Cub Run RECenter                        ,9:30am Mon/Tue/Wed/Thu                                                                               ,7/2/2018
Pee Wee Paddler III (4-6 yrs.)          ,Cub Run RECenter                        ,8:55am Mon/Tue/Wed/Thu                                                                               ,7/2/2018
Junior ROCS Camp (5yr3mos-7yr11mos)     ,Cub Run RECenter                        ,9am Mon/Tue                                                                                          ,7/2/2018
Secret Agent Lab (6-11 yrs)             ,Cub Run RECenter                        ,9am Mon/Tue/Thu/Fri                                                                                  ,7/2/2018
Chemistry Merit Badge                   ,Cub Run RECenter                        ,10am Mon                                                                                             ,7/2/2018
Swimming IV for Children (6-12 yrs.)    ,Cub Run RECenter                        ,9:20am Mon/Tue/Wed/Thu                                                                               ,7/2/2018
Swimming V for Children (6-12 yrs.)     ,Cub Run RECenter                        ,10:10am Mon/Tue/Wed/Thu                                                                              ,7/2/2018
Stroke Mechanics I (6-12 yrs.)          ,Cub Run RECenter                        ,8:30am Mon/Tue/Wed/Thu                                                                               ,7/2/2018
Swimming III for Children (6-12 yrs.)   ,Cub Run RECenter                        ,8:30am Mon/Tue/Wed/Thu                                                                               ,7/2/2018
Swimming III for Children (6-12 yrs.)   ,Cub Run RECenter                        ,10:05am Mon/Tue/Wed/Thu                                                                              ,7/2/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,7am Mon/Tue/Thu/Fri                                                                                  ,7/2/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,8am Mon/Tue/Thu/Fri                                                                                  ,7/2/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,4pm Mon/Tue/Thu/Fri                                                                                  ,7/2/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,8:30am Mon/Tue/Wed/Thu                                                                               ,7/2/2018
Swimming I for Children (6-12 yrs)      ,Cub Run RECenter                        ,9:20am Mon/Tue/Wed/Thu                                                                               ,7/2/2018
Swimming II for Children (6-12 yrs.)    ,Cub Run RECenter                        ,10:10am Mon/Tue/Wed/Thu                                                                              ,7/2/2018
Stroke Mechanics II (6-14 yrs.)         ,Cub Run RECenter                        ,9:20am Mon/Tue/Wed/Thu                                                                               ,7/2/2018
Stroke Mechanics III (9-15 yrs.)        ,Cub Run RECenter                        ,10:20am Mon/Tue/Wed/Thu                                                                              ,7/2/2018
Summer ROCS Camp (8-12 yrs)             ,Cub Run RECenter                        ,9am Mon/Tue                                                                                          ,7/2/2018
Oceanography Merit Badge                ,Cub Run RECenter                        ,10am Tue                                                                                             ,7/3/2018
Astronomy Merit Badge                   ,Cub Run RECenter                        ,5pm Thu                                                                                              ,7/5/2018
Junior ROCS Camp (5yr3mos-7yr11mos)     ,Cub Run RECenter                        ,9am Thu/Fri                                                                                          ,7/5/2018
Summer ROCS Camp (8-12 yrs)             ,Cub Run RECenter                        ,9am Thu/Fri                                                                                          ,7/5/2018
Environmental Science Merit Badge       ,Cub Run RECenter                        ,10am Fri                                                                                             ,7/6/2018
Weight Training for Teens (12-15 yrs)   ,Cub Run RECenter                        ,12pm Sat                                                                                             ,7/7/2018
BODYPUMP (13-Adult)                     ,Cub Run RECenter                        ,7am Sat                                                                                              ,7/7/2018
5K Team-Beginner (13-Adult)             ,Cub Run RECenter                        ,8am Sat                                                                                              ,7/7/2018
Tai Chi I (13-Adult)                    ,Cub Run RECenter                        ,8am Sat                                                                                              ,7/7/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,7am Mon/Tue/Wed/Thu/Fri                                                                              ,7/9/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,8am Mon/Tue/Wed/Thu/Fri                                                                              ,7/9/2018
Camp Extended Care (5-15 yrs)           ,Cub Run RECenter                        ,4pm Mon/Tue/Wed/Thu/Fri                                                                              ,7/9/2018
Fashion Illustration Camp (6-12 yrs.)   ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,7/9/2018
Camp Summer Stomp (6-13 yrs)            ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,7/9/2018
Junior ROCS Camp (5yr3mos-7yr11mos)     ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,7/9/2018
Wilderness Survival Camp (8-12 yrs)     ,Cub Run RECenter                        ,9am Mon/Tue/Wed/Thu/Fri                                                                              ,7/9/2018
Adventure Links Ultimate Adventure 11-13,Cub Run RECenter                        ,8am Mon/Tue/Wed/Thu/Fri                                                                              ,7/9/2018
Adventure Links Classic Adventure 8-10yr,Cub Run RECenter                        ,8am Mon/Tue/Wed/Thu/Fri                                                                              ,7/9/2018
